"","X","iso3c","question","yes_no","year_enforcement","year_panel","pfri_level","n_question","n_enforced","pfri_pct","pfr_subindex"
"1",1,"ARG","Ques_1",1,2009,1925,0,30,0,0,"PI"
"2",2,"ARG","Ques_1",1,2009,1965,0,30,0,0,"PI"
"3",3,"ARG","Ques_1",1,2009,1983,0,30,0,0,"PI"
"4",4,"ARG","Ques_1",1,2009,1986,0,30,0,0,"PI"
"5",5,"ARG","Ques_1",1,2009,1991,0,30,0,0,"PI"
"6",6,"ARG","Ques_1",1,2009,1992,0,30,0,0,"PI"
"7",7,"ARG","Ques_1",1,2009,1996,0,30,0,0,"PI"
"8",8,"ARG","Ques_1",1,2009,1998,0,30,0,0,"PI"
"9",9,"ARG","Ques_1",1,2009,2000,0,30,0,0,"PI"
"10",10,"ARG","Ques_1",1,2009,2002,0,30,0,0,"PI"
"11",11,"ARG","Ques_1",1,2009,2003,0,30,0,0,"PI"
"12",12,"ARG","Ques_1",1,2009,2004,0,30,0,0,"PI"
"13",13,"ARG","Ques_1",1,2009,2005,0,30,0,0,"PI"
"14",14,"ARG","Ques_1",1,2009,2006,0,30,0,0,"PI"
"15",15,"ARG","Ques_1",1,2009,2007,0,30,0,0,"PI"
"16",16,"ARG","Ques_1",1,2009,2008,0,30,0,0,"PI"
"17",17,"ARG","Ques_1",1,2009,2009,1,30,13,0.433333333333333,"PI"
"18",18,"ARG","Ques_1",1,2009,2010,1,30,13,0.433333333333333,"PI"
"19",19,"ARG","Ques_1",1,2009,2011,1,30,14,0.466666666666667,"PI"
"20",20,"ARG","Ques_1",1,2009,2014,1,30,14,0.466666666666667,"PI"
"21",21,"ARG","Ques_1",1,2009,2015,1,30,14,0.466666666666667,"PI"
"22",22,"ARG","Ques_1",1,2009,2016,1,30,17,0.566666666666667,"PI"
"23",23,"ARG","Ques_10",0,2016,1925,0,30,0,0,"PI"
"24",24,"ARG","Ques_10",0,2016,1965,0,30,0,0,"PI"
"25",25,"ARG","Ques_10",0,2016,1983,0,30,0,0,"PI"
"26",26,"ARG","Ques_10",0,2016,1986,0,30,0,0,"PI"
"27",27,"ARG","Ques_10",0,2016,1991,0,30,0,0,"PI"
"28",28,"ARG","Ques_10",0,2016,1992,0,30,0,0,"PI"
"29",29,"ARG","Ques_10",0,2016,1996,0,30,0,0,"PI"
"30",30,"ARG","Ques_10",0,2016,1998,0,30,0,0,"PI"
"31",31,"ARG","Ques_10",0,2016,2000,0,30,0,0,"PI"
"32",32,"ARG","Ques_10",0,2016,2002,0,30,0,0,"PI"
"33",33,"ARG","Ques_10",0,2016,2003,0,30,0,0,"PI"
"34",34,"ARG","Ques_10",0,2016,2004,0,30,0,0,"PI"
"35",35,"ARG","Ques_10",0,2016,2005,0,30,0,0,"PI"
"36",36,"ARG","Ques_10",0,2016,2006,0,30,0,0,"PI"
"37",37,"ARG","Ques_10",0,2016,2007,0,30,0,0,"PI"
"38",38,"ARG","Ques_10",0,2016,2008,0,30,0,0,"PI"
"39",39,"ARG","Ques_10",0,2016,2009,0,30,13,0.433333333333333,"PI"
"40",40,"ARG","Ques_10",0,2016,2010,0,30,13,0.433333333333333,"PI"
"41",41,"ARG","Ques_10",0,2016,2011,0,30,14,0.466666666666667,"PI"
"42",42,"ARG","Ques_10",0,2016,2014,0,30,14,0.466666666666667,"PI"
"43",43,"ARG","Ques_10",0,2016,2015,0,30,14,0.466666666666667,"PI"
"44",44,"ARG","Ques_10",0,2016,2016,0,30,17,0.566666666666667,"PI"
"45",45,"ARG","Ques_11",1,2009,1925,0,30,0,0,"PI"
"46",46,"ARG","Ques_11",1,2009,1965,0,30,0,0,"PI"
"47",47,"ARG","Ques_11",1,2009,1983,0,30,0,0,"PI"
"48",48,"ARG","Ques_11",1,2009,1986,0,30,0,0,"PI"
"49",49,"ARG","Ques_11",1,2009,1991,0,30,0,0,"PI"
"50",50,"ARG","Ques_11",1,2009,1992,0,30,0,0,"PI"
"51",51,"ARG","Ques_11",1,2009,1996,0,30,0,0,"PI"
"52",52,"ARG","Ques_11",1,2009,1998,0,30,0,0,"PI"
"53",53,"ARG","Ques_11",1,2009,2000,0,30,0,0,"PI"
"54",54,"ARG","Ques_11",1,2009,2002,0,30,0,0,"PI"
"55",55,"ARG","Ques_11",1,2009,2003,0,30,0,0,"PI"
"56",56,"ARG","Ques_11",1,2009,2004,0,30,0,0,"PI"
"57",57,"ARG","Ques_11",1,2009,2005,0,30,0,0,"PI"
"58",58,"ARG","Ques_11",1,2009,2006,0,30,0,0,"PI"
"59",59,"ARG","Ques_11",1,2009,2007,0,30,0,0,"PI"
"60",60,"ARG","Ques_11",1,2009,2008,0,30,0,0,"PI"
"61",61,"ARG","Ques_11",1,2009,2009,1,30,13,0.433333333333333,"PI"
"62",62,"ARG","Ques_11",1,2009,2010,1,30,13,0.433333333333333,"PI"
"63",63,"ARG","Ques_11",1,2009,2011,1,30,14,0.466666666666667,"PI"
"64",64,"ARG","Ques_11",1,2009,2014,1,30,14,0.466666666666667,"PI"
"65",65,"ARG","Ques_11",1,2009,2015,1,30,14,0.466666666666667,"PI"
"66",66,"ARG","Ques_11",1,2009,2016,1,30,17,0.566666666666667,"PI"
"67",67,"ARG","Ques_12",0,2009,1925,0,30,0,0,"PI"
"68",68,"ARG","Ques_12",0,2009,1965,0,30,0,0,"PI"
"69",69,"ARG","Ques_12",0,2009,1983,0,30,0,0,"PI"
"70",70,"ARG","Ques_12",0,2009,1986,0,30,0,0,"PI"
"71",71,"ARG","Ques_12",0,2009,1991,0,30,0,0,"PI"
"72",72,"ARG","Ques_12",0,2009,1992,0,30,0,0,"PI"
"73",73,"ARG","Ques_12",0,2009,1996,0,30,0,0,"PI"
"74",74,"ARG","Ques_12",0,2009,1998,0,30,0,0,"PI"
"75",75,"ARG","Ques_12",0,2009,2000,0,30,0,0,"PI"
"76",76,"ARG","Ques_12",0,2009,2002,0,30,0,0,"PI"
"77",77,"ARG","Ques_12",0,2009,2003,0,30,0,0,"PI"
"78",78,"ARG","Ques_12",0,2009,2004,0,30,0,0,"PI"
"79",79,"ARG","Ques_12",0,2009,2005,0,30,0,0,"PI"
"80",80,"ARG","Ques_12",0,2009,2006,0,30,0,0,"PI"
"81",81,"ARG","Ques_12",0,2009,2007,0,30,0,0,"PI"
"82",82,"ARG","Ques_12",0,2009,2008,0,30,0,0,"PI"
"83",83,"ARG","Ques_12",0,2009,2009,0,30,13,0.433333333333333,"PI"
"84",84,"ARG","Ques_12",0,2009,2010,0,30,13,0.433333333333333,"PI"
"85",85,"ARG","Ques_12",0,2009,2011,0,30,14,0.466666666666667,"PI"
"86",86,"ARG","Ques_12",0,2009,2014,0,30,14,0.466666666666667,"PI"
"87",87,"ARG","Ques_12",0,2009,2015,0,30,14,0.466666666666667,"PI"
"88",88,"ARG","Ques_12",0,2009,2016,0,30,17,0.566666666666667,"PI"
"89",89,"ARG","Ques_13",0,2009,1925,0,30,0,0,"PI"
"90",90,"ARG","Ques_13",0,2009,1965,0,30,0,0,"PI"
"91",91,"ARG","Ques_13",0,2009,1983,0,30,0,0,"PI"
"92",92,"ARG","Ques_13",0,2009,1986,0,30,0,0,"PI"
"93",93,"ARG","Ques_13",0,2009,1991,0,30,0,0,"PI"
"94",94,"ARG","Ques_13",0,2009,1992,0,30,0,0,"PI"
"95",95,"ARG","Ques_13",0,2009,1996,0,30,0,0,"PI"
"96",96,"ARG","Ques_13",0,2009,1998,0,30,0,0,"PI"
"97",97,"ARG","Ques_13",0,2009,2000,0,30,0,0,"PI"
"98",98,"ARG","Ques_13",0,2009,2002,0,30,0,0,"PI"
"99",99,"ARG","Ques_13",0,2009,2003,0,30,0,0,"PI"
"100",100,"ARG","Ques_13",0,2009,2004,0,30,0,0,"PI"
"101",101,"ARG","Ques_13",0,2009,2005,0,30,0,0,"PI"
"102",102,"ARG","Ques_13",0,2009,2006,0,30,0,0,"PI"
"103",103,"ARG","Ques_13",0,2009,2007,0,30,0,0,"PI"
"104",104,"ARG","Ques_13",0,2009,2008,0,30,0,0,"PI"
"105",105,"ARG","Ques_13",0,2009,2009,0,30,13,0.433333333333333,"PI"
"106",106,"ARG","Ques_13",0,2009,2010,0,30,13,0.433333333333333,"PI"
"107",107,"ARG","Ques_13",0,2009,2011,0,30,14,0.466666666666667,"PI"
"108",108,"ARG","Ques_13",0,2009,2014,0,30,14,0.466666666666667,"PI"
"109",109,"ARG","Ques_13",0,2009,2015,0,30,14,0.466666666666667,"PI"
"110",110,"ARG","Ques_13",0,2009,2016,0,30,17,0.566666666666667,"PI"
"111",111,"ARG","Ques_15",0,2009,1925,0,30,0,0,"PI"
"112",112,"ARG","Ques_15",0,2009,1965,0,30,0,0,"PI"
"113",113,"ARG","Ques_15",0,2009,1983,0,30,0,0,"PI"
"114",114,"ARG","Ques_15",0,2009,1986,0,30,0,0,"PI"
"115",115,"ARG","Ques_15",0,2009,1991,0,30,0,0,"PI"
"116",116,"ARG","Ques_15",0,2009,1992,0,30,0,0,"PI"
"117",117,"ARG","Ques_15",0,2009,1996,0,30,0,0,"PI"
"118",118,"ARG","Ques_15",0,2009,1998,0,30,0,0,"PI"
"119",119,"ARG","Ques_15",0,2009,2000,0,30,0,0,"PI"
"120",120,"ARG","Ques_15",0,2009,2002,0,30,0,0,"PI"
"121",121,"ARG","Ques_15",0,2009,2003,0,30,0,0,"PI"
"122",122,"ARG","Ques_15",0,2009,2004,0,30,0,0,"PI"
"123",123,"ARG","Ques_15",0,2009,2005,0,30,0,0,"PI"
"124",124,"ARG","Ques_15",0,2009,2006,0,30,0,0,"PI"
"125",125,"ARG","Ques_15",0,2009,2007,0,30,0,0,"PI"
"126",126,"ARG","Ques_15",0,2009,2008,0,30,0,0,"PI"
"127",127,"ARG","Ques_15",0,2009,2009,0,30,13,0.433333333333333,"PI"
"128",128,"ARG","Ques_15",0,2009,2010,0,30,13,0.433333333333333,"PI"
"129",129,"ARG","Ques_15",0,2009,2011,0,30,14,0.466666666666667,"PI"
"130",130,"ARG","Ques_15",0,2009,2014,0,30,14,0.466666666666667,"PI"
"131",131,"ARG","Ques_15",0,2009,2015,0,30,14,0.466666666666667,"PI"
"132",132,"ARG","Ques_15",0,2009,2016,0,30,17,0.566666666666667,"PI"
"133",133,"ARG","Ques_17",0,2011,1925,0,30,0,0,"PI"
"134",134,"ARG","Ques_17",0,2011,1965,0,30,0,0,"PI"
"135",135,"ARG","Ques_17",0,2011,1983,0,30,0,0,"PI"
"136",136,"ARG","Ques_17",0,2011,1986,0,30,0,0,"PI"
"137",137,"ARG","Ques_17",0,2011,1991,0,30,0,0,"PI"
"138",138,"ARG","Ques_17",0,2011,1992,0,30,0,0,"PI"
"139",139,"ARG","Ques_17",0,2011,1996,0,30,0,0,"PI"
"140",140,"ARG","Ques_17",0,2011,1998,0,30,0,0,"PI"
"141",141,"ARG","Ques_17",0,2011,2000,0,30,0,0,"PI"
"142",142,"ARG","Ques_17",0,2011,2002,0,30,0,0,"PI"
"143",143,"ARG","Ques_17",0,2011,2003,0,30,0,0,"PI"
"144",144,"ARG","Ques_17",0,2011,2004,0,30,0,0,"PI"
"145",145,"ARG","Ques_17",0,2011,2005,0,30,0,0,"PI"
"146",146,"ARG","Ques_17",0,2011,2006,0,30,0,0,"PI"
"147",147,"ARG","Ques_17",0,2011,2007,0,30,0,0,"PI"
"148",148,"ARG","Ques_17",0,2011,2008,0,30,0,0,"PI"
"149",149,"ARG","Ques_17",0,2011,2009,0,30,13,0.433333333333333,"PI"
"150",150,"ARG","Ques_17",0,2011,2010,0,30,13,0.433333333333333,"PI"
"151",151,"ARG","Ques_17",0,2011,2011,0,30,14,0.466666666666667,"PI"
"152",152,"ARG","Ques_17",0,2011,2014,0,30,14,0.466666666666667,"PI"
"153",153,"ARG","Ques_17",0,2011,2015,0,30,14,0.466666666666667,"PI"
"154",154,"ARG","Ques_17",0,2011,2016,0,30,17,0.566666666666667,"PI"
"155",155,"ARG","Ques_19",1,2016,1925,0,30,0,0,"PF"
"156",156,"ARG","Ques_19",1,2016,1965,0,30,0,0,"PF"
"157",157,"ARG","Ques_19",1,2016,1983,0,30,0,0,"PF"
"158",158,"ARG","Ques_19",1,2016,1986,0,30,0,0,"PF"
"159",159,"ARG","Ques_19",1,2016,1991,0,30,0,0,"PF"
"160",160,"ARG","Ques_19",1,2016,1992,0,30,0,0,"PF"
"161",161,"ARG","Ques_19",1,2016,1996,0,30,0,0,"PF"
"162",162,"ARG","Ques_19",1,2016,1998,0,30,0,0,"PF"
"163",163,"ARG","Ques_19",1,2016,2000,0,30,0,0,"PF"
"164",164,"ARG","Ques_19",1,2016,2002,0,30,0,0,"PF"
"165",165,"ARG","Ques_19",1,2016,2003,0,30,0,0,"PF"
"166",166,"ARG","Ques_19",1,2016,2004,0,30,0,0,"PF"
"167",167,"ARG","Ques_19",1,2016,2005,0,30,0,0,"PF"
"168",168,"ARG","Ques_19",1,2016,2006,0,30,0,0,"PF"
"169",169,"ARG","Ques_19",1,2016,2007,0,30,0,0,"PF"
"170",170,"ARG","Ques_19",1,2016,2008,0,30,0,0,"PF"
"171",171,"ARG","Ques_19",1,2016,2009,0,30,13,0.433333333333333,"PF"
"172",172,"ARG","Ques_19",1,2016,2010,0,30,13,0.433333333333333,"PF"
"173",173,"ARG","Ques_19",1,2016,2011,0,30,14,0.466666666666667,"PF"
"174",174,"ARG","Ques_19",1,2016,2014,0,30,14,0.466666666666667,"PF"
"175",175,"ARG","Ques_19",1,2016,2015,0,30,14,0.466666666666667,"PF"
"176",176,"ARG","Ques_19",1,2016,2016,1,30,17,0.566666666666667,"PF"
"177",177,"ARG","Ques_2",1,2016,1925,0,30,0,0,"PI"
"178",178,"ARG","Ques_2",1,2016,1965,0,30,0,0,"PI"
"179",179,"ARG","Ques_2",1,2016,1983,0,30,0,0,"PI"
"180",180,"ARG","Ques_2",1,2016,1986,0,30,0,0,"PI"
"181",181,"ARG","Ques_2",1,2016,1991,0,30,0,0,"PI"
"182",182,"ARG","Ques_2",1,2016,1992,0,30,0,0,"PI"
"183",183,"ARG","Ques_2",1,2016,1996,0,30,0,0,"PI"
"184",184,"ARG","Ques_2",1,2016,1998,0,30,0,0,"PI"
"185",185,"ARG","Ques_2",1,2016,2000,0,30,0,0,"PI"
"186",186,"ARG","Ques_2",1,2016,2002,0,30,0,0,"PI"
"187",187,"ARG","Ques_2",1,2016,2003,0,30,0,0,"PI"
"188",188,"ARG","Ques_2",1,2016,2004,0,30,0,0,"PI"
"189",189,"ARG","Ques_2",1,2016,2005,0,30,0,0,"PI"
"190",190,"ARG","Ques_2",1,2016,2006,0,30,0,0,"PI"
"191",191,"ARG","Ques_2",1,2016,2007,0,30,0,0,"PI"
"192",192,"ARG","Ques_2",1,2016,2008,0,30,0,0,"PI"
"193",193,"ARG","Ques_2",1,2016,2009,0,30,13,0.433333333333333,"PI"
"194",194,"ARG","Ques_2",1,2016,2010,0,30,13,0.433333333333333,"PI"
"195",195,"ARG","Ques_2",1,2016,2011,0,30,14,0.466666666666667,"PI"
"196",196,"ARG","Ques_2",1,2016,2014,0,30,14,0.466666666666667,"PI"
"197",197,"ARG","Ques_2",1,2016,2015,0,30,14,0.466666666666667,"PI"
"198",198,"ARG","Ques_2",1,2016,2016,1,30,17,0.566666666666667,"PI"
"199",199,"ARG","Ques_23",1,2009,1925,0,30,0,0,"PF"
"200",200,"ARG","Ques_23",1,2009,1965,0,30,0,0,"PF"
"201",201,"ARG","Ques_23",1,2009,1983,0,30,0,0,"PF"
"202",202,"ARG","Ques_23",1,2009,1986,0,30,0,0,"PF"
"203",203,"ARG","Ques_23",1,2009,1991,0,30,0,0,"PF"
"204",204,"ARG","Ques_23",1,2009,1992,0,30,0,0,"PF"
"205",205,"ARG","Ques_23",1,2009,1996,0,30,0,0,"PF"
"206",206,"ARG","Ques_23",1,2009,1998,0,30,0,0,"PF"
"207",207,"ARG","Ques_23",1,2009,2000,0,30,0,0,"PF"
"208",208,"ARG","Ques_23",1,2009,2002,0,30,0,0,"PF"
"209",209,"ARG","Ques_23",1,2009,2003,0,30,0,0,"PF"
"210",210,"ARG","Ques_23",1,2009,2004,0,30,0,0,"PF"
"211",211,"ARG","Ques_23",1,2009,2005,0,30,0,0,"PF"
"212",212,"ARG","Ques_23",1,2009,2006,0,30,0,0,"PF"
"213",213,"ARG","Ques_23",1,2009,2007,0,30,0,0,"PF"
"214",214,"ARG","Ques_23",1,2009,2008,0,30,0,0,"PF"
"215",215,"ARG","Ques_23",1,2009,2009,1,30,13,0.433333333333333,"PF"
"216",216,"ARG","Ques_23",1,2009,2010,1,30,13,0.433333333333333,"PF"
"217",217,"ARG","Ques_23",1,2009,2011,1,30,14,0.466666666666667,"PF"
"218",218,"ARG","Ques_23",1,2009,2014,1,30,14,0.466666666666667,"PF"
"219",219,"ARG","Ques_23",1,2009,2015,1,30,14,0.466666666666667,"PF"
"220",220,"ARG","Ques_23",1,2009,2016,1,30,17,0.566666666666667,"PF"
"221",221,"ARG","Ques_25",1,2009,1925,0,30,0,0,"PF"
"222",222,"ARG","Ques_25",1,2009,1965,0,30,0,0,"PF"
"223",223,"ARG","Ques_25",1,2009,1983,0,30,0,0,"PF"
"224",224,"ARG","Ques_25",1,2009,1986,0,30,0,0,"PF"
"225",225,"ARG","Ques_25",1,2009,1991,0,30,0,0,"PF"
"226",226,"ARG","Ques_25",1,2009,1992,0,30,0,0,"PF"
"227",227,"ARG","Ques_25",1,2009,1996,0,30,0,0,"PF"
"228",228,"ARG","Ques_25",1,2009,1998,0,30,0,0,"PF"
"229",229,"ARG","Ques_25",1,2009,2000,0,30,0,0,"PF"
"230",230,"ARG","Ques_25",1,2009,2002,0,30,0,0,"PF"
"231",231,"ARG","Ques_25",1,2009,2003,0,30,0,0,"PF"
"232",232,"ARG","Ques_25",1,2009,2004,0,30,0,0,"PF"
"233",233,"ARG","Ques_25",1,2009,2005,0,30,0,0,"PF"
"234",234,"ARG","Ques_25",1,2009,2006,0,30,0,0,"PF"
"235",235,"ARG","Ques_25",1,2009,2007,0,30,0,0,"PF"
"236",236,"ARG","Ques_25",1,2009,2008,0,30,0,0,"PF"
"237",237,"ARG","Ques_25",1,2009,2009,1,30,13,0.433333333333333,"PF"
"238",238,"ARG","Ques_25",1,2009,2010,1,30,13,0.433333333333333,"PF"
"239",239,"ARG","Ques_25",1,2009,2011,1,30,14,0.466666666666667,"PF"
"240",240,"ARG","Ques_25",1,2009,2014,1,30,14,0.466666666666667,"PF"
"241",241,"ARG","Ques_25",1,2009,2015,1,30,14,0.466666666666667,"PF"
"242",242,"ARG","Ques_25",1,2009,2016,1,30,17,0.566666666666667,"PF"
"243",243,"ARG","Ques_26",1,2009,1925,0,30,0,0,"PF"
"244",244,"ARG","Ques_26",1,2009,1965,0,30,0,0,"PF"
"245",245,"ARG","Ques_26",1,2009,1983,0,30,0,0,"PF"
"246",246,"ARG","Ques_26",1,2009,1986,0,30,0,0,"PF"
"247",247,"ARG","Ques_26",1,2009,1991,0,30,0,0,"PF"
"248",248,"ARG","Ques_26",1,2009,1992,0,30,0,0,"PF"
"249",249,"ARG","Ques_26",1,2009,1996,0,30,0,0,"PF"
"250",250,"ARG","Ques_26",1,2009,1998,0,30,0,0,"PF"
"251",251,"ARG","Ques_26",1,2009,2000,0,30,0,0,"PF"
"252",252,"ARG","Ques_26",1,2009,2002,0,30,0,0,"PF"
"253",253,"ARG","Ques_26",1,2009,2003,0,30,0,0,"PF"
"254",254,"ARG","Ques_26",1,2009,2004,0,30,0,0,"PF"
"255",255,"ARG","Ques_26",1,2009,2005,0,30,0,0,"PF"
"256",256,"ARG","Ques_26",1,2009,2006,0,30,0,0,"PF"
"257",257,"ARG","Ques_26",1,2009,2007,0,30,0,0,"PF"
"258",258,"ARG","Ques_26",1,2009,2008,0,30,0,0,"PF"
"259",259,"ARG","Ques_26",1,2009,2009,1,30,13,0.433333333333333,"PF"
"260",260,"ARG","Ques_26",1,2009,2010,1,30,13,0.433333333333333,"PF"
"261",261,"ARG","Ques_26",1,2009,2011,1,30,14,0.466666666666667,"PF"
"262",262,"ARG","Ques_26",1,2009,2014,1,30,14,0.466666666666667,"PF"
"263",263,"ARG","Ques_26",1,2009,2015,1,30,14,0.466666666666667,"PF"
"264",264,"ARG","Ques_26",1,2009,2016,1,30,17,0.566666666666667,"PF"
"265",265,"ARG","Ques_29",1,2009,1925,0,30,0,0,"RS"
"266",266,"ARG","Ques_29",1,2009,1965,0,30,0,0,"RS"
"267",267,"ARG","Ques_29",1,2009,1983,0,30,0,0,"RS"
"268",268,"ARG","Ques_29",1,2009,1986,0,30,0,0,"RS"
"269",269,"ARG","Ques_29",1,2009,1991,0,30,0,0,"RS"
"270",270,"ARG","Ques_29",1,2009,1992,0,30,0,0,"RS"
"271",271,"ARG","Ques_29",1,2009,1996,0,30,0,0,"RS"
"272",272,"ARG","Ques_29",1,2009,1998,0,30,0,0,"RS"
"273",273,"ARG","Ques_29",1,2009,2000,0,30,0,0,"RS"
"274",274,"ARG","Ques_29",1,2009,2002,0,30,0,0,"RS"
"275",275,"ARG","Ques_29",1,2009,2003,0,30,0,0,"RS"
"276",276,"ARG","Ques_29",1,2009,2004,0,30,0,0,"RS"
"277",277,"ARG","Ques_29",1,2009,2005,0,30,0,0,"RS"
"278",278,"ARG","Ques_29",1,2009,2006,0,30,0,0,"RS"
"279",279,"ARG","Ques_29",1,2009,2007,0,30,0,0,"RS"
"280",280,"ARG","Ques_29",1,2009,2008,0,30,0,0,"RS"
"281",281,"ARG","Ques_29",1,2009,2009,1,30,13,0.433333333333333,"RS"
"282",282,"ARG","Ques_29",1,2009,2010,1,30,13,0.433333333333333,"RS"
"283",283,"ARG","Ques_29",1,2009,2011,1,30,14,0.466666666666667,"RS"
"284",284,"ARG","Ques_29",1,2009,2014,1,30,14,0.466666666666667,"RS"
"285",285,"ARG","Ques_29",1,2009,2015,1,30,14,0.466666666666667,"RS"
"286",286,"ARG","Ques_29",1,2009,2016,1,30,17,0.566666666666667,"RS"
"287",287,"ARG","Ques_3",0,2009,1925,0,30,0,0,"PI"
"288",288,"ARG","Ques_3",0,2009,1965,0,30,0,0,"PI"
"289",289,"ARG","Ques_3",0,2009,1983,0,30,0,0,"PI"
"290",290,"ARG","Ques_3",0,2009,1986,0,30,0,0,"PI"
"291",291,"ARG","Ques_3",0,2009,1991,0,30,0,0,"PI"
"292",292,"ARG","Ques_3",0,2009,1992,0,30,0,0,"PI"
"293",293,"ARG","Ques_3",0,2009,1996,0,30,0,0,"PI"
"294",294,"ARG","Ques_3",0,2009,1998,0,30,0,0,"PI"
"295",295,"ARG","Ques_3",0,2009,2000,0,30,0,0,"PI"
"296",296,"ARG","Ques_3",0,2009,2002,0,30,0,0,"PI"
"297",297,"ARG","Ques_3",0,2009,2003,0,30,0,0,"PI"
"298",298,"ARG","Ques_3",0,2009,2004,0,30,0,0,"PI"
"299",299,"ARG","Ques_3",0,2009,2005,0,30,0,0,"PI"
"300",300,"ARG","Ques_3",0,2009,2006,0,30,0,0,"PI"
"301",301,"ARG","Ques_3",0,2009,2007,0,30,0,0,"PI"
"302",302,"ARG","Ques_3",0,2009,2008,0,30,0,0,"PI"
"303",303,"ARG","Ques_3",0,2009,2009,0,30,13,0.433333333333333,"PI"
"304",304,"ARG","Ques_3",0,2009,2010,0,30,13,0.433333333333333,"PI"
"305",305,"ARG","Ques_3",0,2009,2011,0,30,14,0.466666666666667,"PI"
"306",306,"ARG","Ques_3",0,2009,2014,0,30,14,0.466666666666667,"PI"
"307",307,"ARG","Ques_3",0,2009,2015,0,30,14,0.466666666666667,"PI"
"308",308,"ARG","Ques_3",0,2009,2016,0,30,17,0.566666666666667,"PI"
"309",309,"ARG","Ques_30",1,2009,1925,0,30,0,0,"RS"
"310",310,"ARG","Ques_30",1,2009,1965,0,30,0,0,"RS"
"311",311,"ARG","Ques_30",1,2009,1983,0,30,0,0,"RS"
"312",312,"ARG","Ques_30",1,2009,1986,0,30,0,0,"RS"
"313",313,"ARG","Ques_30",1,2009,1991,0,30,0,0,"RS"
"314",314,"ARG","Ques_30",1,2009,1992,0,30,0,0,"RS"
"315",315,"ARG","Ques_30",1,2009,1996,0,30,0,0,"RS"
"316",316,"ARG","Ques_30",1,2009,1998,0,30,0,0,"RS"
"317",317,"ARG","Ques_30",1,2009,2000,0,30,0,0,"RS"
"318",318,"ARG","Ques_30",1,2009,2002,0,30,0,0,"RS"
"319",319,"ARG","Ques_30",1,2009,2003,0,30,0,0,"RS"
"320",320,"ARG","Ques_30",1,2009,2004,0,30,0,0,"RS"
"321",321,"ARG","Ques_30",1,2009,2005,0,30,0,0,"RS"
"322",322,"ARG","Ques_30",1,2009,2006,0,30,0,0,"RS"
"323",323,"ARG","Ques_30",1,2009,2007,0,30,0,0,"RS"
"324",324,"ARG","Ques_30",1,2009,2008,0,30,0,0,"RS"
"325",325,"ARG","Ques_30",1,2009,2009,1,30,13,0.433333333333333,"RS"
"326",326,"ARG","Ques_30",1,2009,2010,1,30,13,0.433333333333333,"RS"
"327",327,"ARG","Ques_30",1,2009,2011,1,30,14,0.466666666666667,"RS"
"328",328,"ARG","Ques_30",1,2009,2014,1,30,14,0.466666666666667,"RS"
"329",329,"ARG","Ques_30",1,2009,2015,1,30,14,0.466666666666667,"RS"
"330",330,"ARG","Ques_30",1,2009,2016,1,30,17,0.566666666666667,"RS"
"331",331,"ARG","Ques_31",0,2009,1925,0,30,0,0,"RS"
"332",332,"ARG","Ques_31",0,2009,1965,0,30,0,0,"RS"
"333",333,"ARG","Ques_31",0,2009,1983,0,30,0,0,"RS"
"334",334,"ARG","Ques_31",0,2009,1986,0,30,0,0,"RS"
"335",335,"ARG","Ques_31",0,2009,1991,0,30,0,0,"RS"
"336",336,"ARG","Ques_31",0,2009,1992,0,30,0,0,"RS"
"337",337,"ARG","Ques_31",0,2009,1996,0,30,0,0,"RS"
"338",338,"ARG","Ques_31",0,2009,1998,0,30,0,0,"RS"
"339",339,"ARG","Ques_31",0,2009,2000,0,30,0,0,"RS"
"340",340,"ARG","Ques_31",0,2009,2002,0,30,0,0,"RS"
"341",341,"ARG","Ques_31",0,2009,2003,0,30,0,0,"RS"
"342",342,"ARG","Ques_31",0,2009,2004,0,30,0,0,"RS"
"343",343,"ARG","Ques_31",0,2009,2005,0,30,0,0,"RS"
"344",344,"ARG","Ques_31",0,2009,2006,0,30,0,0,"RS"
"345",345,"ARG","Ques_31",0,2009,2007,0,30,0,0,"RS"
"346",346,"ARG","Ques_31",0,2009,2008,0,30,0,0,"RS"
"347",347,"ARG","Ques_31",0,2009,2009,0,30,13,0.433333333333333,"RS"
"348",348,"ARG","Ques_31",0,2009,2010,0,30,13,0.433333333333333,"RS"
"349",349,"ARG","Ques_31",0,2009,2011,0,30,14,0.466666666666667,"RS"
"350",350,"ARG","Ques_31",0,2009,2014,0,30,14,0.466666666666667,"RS"
"351",351,"ARG","Ques_31",0,2009,2015,0,30,14,0.466666666666667,"RS"
"352",352,"ARG","Ques_31",0,2009,2016,0,30,17,0.566666666666667,"RS"
"353",353,"ARG","Ques_33",0,2009,1925,0,30,0,0,"RS"
"354",354,"ARG","Ques_33",0,2009,1965,0,30,0,0,"RS"
"355",355,"ARG","Ques_33",0,2009,1983,0,30,0,0,"RS"
"356",356,"ARG","Ques_33",0,2009,1986,0,30,0,0,"RS"
"357",357,"ARG","Ques_33",0,2009,1991,0,30,0,0,"RS"
"358",358,"ARG","Ques_33",0,2009,1992,0,30,0,0,"RS"
"359",359,"ARG","Ques_33",0,2009,1996,0,30,0,0,"RS"
"360",360,"ARG","Ques_33",0,2009,1998,0,30,0,0,"RS"
"361",361,"ARG","Ques_33",0,2009,2000,0,30,0,0,"RS"
