"","X","iso3c","question","yes_no","year_enforcement","year_panel","pfri_level","n_question","n_enforced","pfri_pct","pfr_subindex","n_question_sub","n_enforced_sub","pfri_pct_sub"
"5497",5497,"HND","Ques_15",0,2009,2011,0,13,7,0.538461538461538,"PI",3,0,0
"5498",5498,"HND","Ques_15",0,2009,2014,0,13,7,0.538461538461538,"PI",3,0,0
"5499",5499,"HND","Ques_15",0,2009,2015,0,13,7,0.538461538461538,"PI",3,0,0
"5500",5500,"HND","Ques_15",0,2009,2016,0,13,7,0.538461538461538,"PI",3,0,0
"5501",5501,"HND","Ques_17",0,2009,1925,0,13,0,0,"PI",3,0,0
"5502",5502,"HND","Ques_17",0,2009,1965,0,13,0,0,"PI",3,0,0
"5503",5503,"HND","Ques_17",0,2009,1983,0,13,0,0,"PI",3,0,0
"5504",5504,"HND","Ques_17",0,2009,1986,0,13,0,0,"PI",3,0,0
"5505",5505,"HND","Ques_17",0,2009,1991,0,13,0,0,"PI",3,0,0
"5506",5506,"HND","Ques_17",0,2009,1992,0,13,0,0,"PI",3,0,0
"5507",5507,"HND","Ques_17",0,2009,1996,0,13,0,0,"PI",3,0,0
"5508",5508,"HND","Ques_17",0,2009,1998,0,13,0,0,"PI",3,0,0
"5509",5509,"HND","Ques_17",0,2009,2000,0,13,0,0,"PI",3,0,0
"5510",5510,"HND","Ques_17",0,2009,2002,0,13,0,0,"PI",3,0,0
"5511",5511,"HND","Ques_17",0,2009,2003,0,13,0,0,"PI",3,0,0
"5512",5512,"HND","Ques_17",0,2009,2004,0,13,0,0,"PI",3,0,0
"5513",5513,"HND","Ques_17",0,2009,2005,0,13,0,0,"PI",3,0,0
"5514",5514,"HND","Ques_17",0,2009,2006,0,13,0,0,"PI",3,0,0
"5515",5515,"HND","Ques_17",0,2009,2007,0,13,0,0,"PI",3,0,0
"5516",5516,"HND","Ques_17",0,2009,2008,0,13,0,0,"PI",3,0,0
"5517",5517,"HND","Ques_17",0,2009,2009,0,13,7,0.538461538461538,"PI",3,0,0
"5518",5518,"HND","Ques_17",0,2009,2010,0,13,7,0.538461538461538,"PI",3,0,0
"5519",5519,"HND","Ques_17",0,2009,2011,0,13,7,0.538461538461538,"PI",3,0,0
"5520",5520,"HND","Ques_17",0,2009,2014,0,13,7,0.538461538461538,"PI",3,0,0
"5521",5521,"HND","Ques_17",0,2009,2015,0,13,7,0.538461538461538,"PI",3,0,0
"5522",5522,"HND","Ques_17",0,2009,2016,0,13,7,0.538461538461538,"PI",3,0,0
"5523",5523,"HND","Ques_19",0,2009,1925,0,13,0,0,"PF",3,0,0
"5524",5524,"HND","Ques_19",0,2009,1965,0,13,0,0,"PF",3,0,0
"5525",5525,"HND","Ques_19",0,2009,1983,0,13,0,0,"PF",3,0,0
"5526",5526,"HND","Ques_19",0,2009,1986,0,13,0,0,"PF",3,0,0
"5527",5527,"HND","Ques_19",0,2009,1991,0,13,0,0,"PF",3,0,0
"5528",5528,"HND","Ques_19",0,2009,1992,0,13,0,0,"PF",3,0,0
"5529",5529,"HND","Ques_19",0,2009,1996,0,13,0,0,"PF",3,0,0
"5530",5530,"HND","Ques_19",0,2009,1998,0,13,0,0,"PF",3,0,0
"5531",5531,"HND","Ques_19",0,2009,2000,0,13,0,0,"PF",3,0,0
"5532",5532,"HND","Ques_19",0,2009,2002,0,13,0,0,"PF",3,0,0
"5533",5533,"HND","Ques_19",0,2009,2003,0,13,0,0,"PF",3,0,0
"5534",5534,"HND","Ques_19",0,2009,2004,0,13,0,0,"PF",3,0,0
"5535",5535,"HND","Ques_19",0,2009,2005,0,13,0,0,"PF",3,0,0
"5536",5536,"HND","Ques_19",0,2009,2006,0,13,0,0,"PF",3,0,0
"5537",5537,"HND","Ques_19",0,2009,2007,0,13,0,0,"PF",3,0,0
"5538",5538,"HND","Ques_19",0,2009,2008,0,13,0,0,"PF",3,0,0
"5539",5539,"HND","Ques_19",0,2009,2009,0,13,7,0.538461538461538,"PF",3,0,0
"5540",5540,"HND","Ques_19",0,2009,2010,0,13,7,0.538461538461538,"PF",3,0,0
"5541",5541,"HND","Ques_19",0,2009,2011,0,13,7,0.538461538461538,"PF",3,0,0
"5542",5542,"HND","Ques_19",0,2009,2014,0,13,7,0.538461538461538,"PF",3,0,0
"5543",5543,"HND","Ques_19",0,2009,2015,0,13,7,0.538461538461538,"PF",3,0,0
"5544",5544,"HND","Ques_19",0,2009,2016,0,13,7,0.538461538461538,"PF",3,0,0
"5545",5545,"HND","Ques_23",0,2009,1925,0,13,0,0,"PF",3,0,0
"5546",5546,"HND","Ques_23",0,2009,1965,0,13,0,0,"PF",3,0,0
"5547",5547,"HND","Ques_23",0,2009,1983,0,13,0,0,"PF",3,0,0
"5548",5548,"HND","Ques_23",0,2009,1986,0,13,0,0,"PF",3,0,0
"5549",5549,"HND","Ques_23",0,2009,1991,0,13,0,0,"PF",3,0,0
"5550",5550,"HND","Ques_23",0,2009,1992,0,13,0,0,"PF",3,0,0
"5551",5551,"HND","Ques_23",0,2009,1996,0,13,0,0,"PF",3,0,0
"5552",5552,"HND","Ques_23",0,2009,1998,0,13,0,0,"PF",3,0,0
"5553",5553,"HND","Ques_23",0,2009,2000,0,13,0,0,"PF",3,0,0
"5554",5554,"HND","Ques_23",0,2009,2002,0,13,0,0,"PF",3,0,0
"5555",5555,"HND","Ques_23",0,2009,2003,0,13,0,0,"PF",3,0,0
"5556",5556,"HND","Ques_23",0,2009,2004,0,13,0,0,"PF",3,0,0
"5557",5557,"HND","Ques_23",0,2009,2005,0,13,0,0,"PF",3,0,0
"5558",5558,"HND","Ques_23",0,2009,2006,0,13,0,0,"PF",3,0,0
"5559",5559,"HND","Ques_23",0,2009,2007,0,13,0,0,"PF",3,0,0
"5560",5560,"HND","Ques_23",0,2009,2008,0,13,0,0,"PF",3,0,0
"5561",5561,"HND","Ques_23",0,2009,2009,0,13,7,0.538461538461538,"PF",3,0,0
"5562",5562,"HND","Ques_23",0,2009,2010,0,13,7,0.538461538461538,"PF",3,0,0
"5563",5563,"HND","Ques_23",0,2009,2011,0,13,7,0.538461538461538,"PF",3,0,0
"5564",5564,"HND","Ques_23",0,2009,2014,0,13,7,0.538461538461538,"PF",3,0,0
"5565",5565,"HND","Ques_23",0,2009,2015,0,13,7,0.538461538461538,"PF",3,0,0
"5566",5566,"HND","Ques_23",0,2009,2016,0,13,7,0.538461538461538,"PF",3,0,0
"5567",5567,"HND","Ques_25",0,2009,1925,0,13,0,0,"PF",3,0,0
"5568",5568,"HND","Ques_25",0,2009,1965,0,13,0,0,"PF",3,0,0
"5569",5569,"HND","Ques_25",0,2009,1983,0,13,0,0,"PF",3,0,0
"5570",5570,"HND","Ques_25",0,2009,1986,0,13,0,0,"PF",3,0,0
"5571",5571,"HND","Ques_25",0,2009,1991,0,13,0,0,"PF",3,0,0
"5572",5572,"HND","Ques_25",0,2009,1992,0,13,0,0,"PF",3,0,0
"5573",5573,"HND","Ques_25",0,2009,1996,0,13,0,0,"PF",3,0,0
"5574",5574,"HND","Ques_25",0,2009,1998,0,13,0,0,"PF",3,0,0
"5575",5575,"HND","Ques_25",0,2009,2000,0,13,0,0,"PF",3,0,0
"5576",5576,"HND","Ques_25",0,2009,2002,0,13,0,0,"PF",3,0,0
"5577",5577,"HND","Ques_25",0,2009,2003,0,13,0,0,"PF",3,0,0
"5578",5578,"HND","Ques_25",0,2009,2004,0,13,0,0,"PF",3,0,0
"5579",5579,"HND","Ques_25",0,2009,2005,0,13,0,0,"PF",3,0,0
"5580",5580,"HND","Ques_25",0,2009,2006,0,13,0,0,"PF",3,0,0
"5581",5581,"HND","Ques_25",0,2009,2007,0,13,0,0,"PF",3,0,0
"5582",5582,"HND","Ques_25",0,2009,2008,0,13,0,0,"PF",3,0,0
"5583",5583,"HND","Ques_25",0,2009,2009,0,13,7,0.538461538461538,"PF",3,0,0
"5584",5584,"HND","Ques_25",0,2009,2010,0,13,7,0.538461538461538,"PF",3,0,0
"5585",5585,"HND","Ques_25",0,2009,2011,0,13,7,0.538461538461538,"PF",3,0,0
"5586",5586,"HND","Ques_25",0,2009,2014,0,13,7,0.538461538461538,"PF",3,0,0
"5587",5587,"HND","Ques_25",0,2009,2015,0,13,7,0.538461538461538,"PF",3,0,0
"5588",5588,"HND","Ques_25",0,2009,2016,0,13,7,0.538461538461538,"PF",3,0,0
"5589",5589,"HND","Ques_29",1,2009,1925,0,13,0,0,"RS",2,0,0
"5590",5590,"HND","Ques_29",1,2009,1965,0,13,0,0,"RS",2,0,0
"5591",5591,"HND","Ques_29",1,2009,1983,0,13,0,0,"RS",2,0,0
"5592",5592,"HND","Ques_29",1,2009,1986,0,13,0,0,"RS",2,0,0
"5593",5593,"HND","Ques_29",1,2009,1991,0,13,0,0,"RS",2,0,0
"5594",5594,"HND","Ques_29",1,2009,1992,0,13,0,0,"RS",2,0,0
"5595",5595,"HND","Ques_29",1,2009,1996,0,13,0,0,"RS",2,0,0
"5596",5596,"HND","Ques_29",1,2009,1998,0,13,0,0,"RS",2,0,0
"5597",5597,"HND","Ques_29",1,2009,2000,0,13,0,0,"RS",2,0,0
"5598",5598,"HND","Ques_29",1,2009,2002,0,13,0,0,"RS",2,0,0
"5599",5599,"HND","Ques_29",1,2009,2003,0,13,0,0,"RS",2,0,0
"5600",5600,"HND","Ques_29",1,2009,2004,0,13,0,0,"RS",2,0,0
"5601",5601,"HND","Ques_29",1,2009,2005,0,13,0,0,"RS",2,0,0
"5602",5602,"HND","Ques_29",1,2009,2006,0,13,0,0,"RS",2,0,0
"5603",5603,"HND","Ques_29",1,2009,2007,0,13,0,0,"RS",2,0,0
"5604",5604,"HND","Ques_29",1,2009,2008,0,13,0,0,"RS",2,0,0
"5605",5605,"HND","Ques_29",1,2009,2009,1,13,7,0.538461538461538,"RS",2,2,1
"5606",5606,"HND","Ques_29",1,2009,2010,1,13,7,0.538461538461538,"RS",2,2,1
"5607",5607,"HND","Ques_29",1,2009,2011,1,13,7,0.538461538461538,"RS",2,2,1
"5608",5608,"HND","Ques_29",1,2009,2014,1,13,7,0.538461538461538,"RS",2,2,1
"5609",5609,"HND","Ques_29",1,2009,2015,1,13,7,0.538461538461538,"RS",2,2,1
"5610",5610,"HND","Ques_29",1,2009,2016,1,13,7,0.538461538461538,"RS",2,2,1
"5611",5611,"HND","Ques_33",1,2009,1925,0,13,0,0,"RS",2,0,0
"5612",5612,"HND","Ques_33",1,2009,1965,0,13,0,0,"RS",2,0,0
"5613",5613,"HND","Ques_33",1,2009,1983,0,13,0,0,"RS",2,0,0
"5614",5614,"HND","Ques_33",1,2009,1986,0,13,0,0,"RS",2,0,0
"5615",5615,"HND","Ques_33",1,2009,1991,0,13,0,0,"RS",2,0,0
"5616",5616,"HND","Ques_33",1,2009,1992,0,13,0,0,"RS",2,0,0
"5617",5617,"HND","Ques_33",1,2009,1996,0,13,0,0,"RS",2,0,0
"5618",5618,"HND","Ques_33",1,2009,1998,0,13,0,0,"RS",2,0,0
"5619",5619,"HND","Ques_33",1,2009,2000,0,13,0,0,"RS",2,0,0
"5620",5620,"HND","Ques_33",1,2009,2002,0,13,0,0,"RS",2,0,0
"5621",5621,"HND","Ques_33",1,2009,2003,0,13,0,0,"RS",2,0,0
"5622",5622,"HND","Ques_33",1,2009,2004,0,13,0,0,"RS",2,0,0
"5623",5623,"HND","Ques_33",1,2009,2005,0,13,0,0,"RS",2,0,0
"5624",5624,"HND","Ques_33",1,2009,2006,0,13,0,0,"RS",2,0,0
"5625",5625,"HND","Ques_33",1,2009,2007,0,13,0,0,"RS",2,0,0
"5626",5626,"HND","Ques_33",1,2009,2008,0,13,0,0,"RS",2,0,0
"5627",5627,"HND","Ques_33",1,2009,2009,1,13,7,0.538461538461538,"RS",2,2,1
"5628",5628,"HND","Ques_33",1,2009,2010,1,13,7,0.538461538461538,"RS",2,2,1
"5629",5629,"HND","Ques_33",1,2009,2011,1,13,7,0.538461538461538,"RS",2,2,1
"5630",5630,"HND","Ques_33",1,2009,2014,1,13,7,0.538461538461538,"RS",2,2,1
"5631",5631,"HND","Ques_33",1,2009,2015,1,13,7,0.538461538461538,"RS",2,2,1
"5632",5632,"HND","Ques_33",1,2009,2016,1,13,7,0.538461538461538,"RS",2,2,1
"5633",5633,"HND","Ques_36",1,2009,1925,0,13,0,0,"OS",5,0,0
"5634",5634,"HND","Ques_36",1,2009,1965,0,13,0,0,"OS",5,0,0
"5635",5635,"HND","Ques_36",1,2009,1983,0,13,0,0,"OS",5,0,0
"5636",5636,"HND","Ques_36",1,2009,1986,0,13,0,0,"OS",5,0,0
"5637",5637,"HND","Ques_36",1,2009,1991,0,13,0,0,"OS",5,0,0
"5638",5638,"HND","Ques_36",1,2009,1992,0,13,0,0,"OS",5,0,0
"5639",5639,"HND","Ques_36",1,2009,1996,0,13,0,0,"OS",5,0,0
"5640",5640,"HND","Ques_36",1,2009,1998,0,13,0,0,"OS",5,0,0
"5641",5641,"HND","Ques_36",1,2009,2000,0,13,0,0,"OS",5,0,0
"5642",5642,"HND","Ques_36",1,2009,2002,0,13,0,0,"OS",5,0,0
"5643",5643,"HND","Ques_36",1,2009,2003,0,13,0,0,"OS",5,0,0
"5644",5644,"HND","Ques_36",1,2009,2004,0,13,0,0,"OS",5,0,0
"5645",5645,"HND","Ques_36",1,2009,2005,0,13,0,0,"OS",5,0,0
"5646",5646,"HND","Ques_36",1,2009,2006,0,13,0,0,"OS",5,0,0
"5647",5647,"HND","Ques_36",1,2009,2007,0,13,0,0,"OS",5,0,0
"5648",5648,"HND","Ques_36",1,2009,2008,0,13,0,0,"OS",5,0,0
"5649",5649,"HND","Ques_36",1,2009,2009,1,13,7,0.538461538461538,"OS",5,5,1
"5650",5650,"HND","Ques_36",1,2009,2010,1,13,7,0.538461538461538,"OS",5,5,1
"5651",5651,"HND","Ques_36",1,2009,2011,1,13,7,0.538461538461538,"OS",5,5,1
"5652",5652,"HND","Ques_36",1,2009,2014,1,13,7,0.538461538461538,"OS",5,5,1
"5653",5653,"HND","Ques_36",1,2009,2015,1,13,7,0.538461538461538,"OS",5,5,1
"5654",5654,"HND","Ques_36",1,2009,2016,1,13,7,0.538461538461538,"OS",5,5,1
"5655",5655,"HND","Ques_37",1,2009,1925,0,13,0,0,"OS",5,0,0
"5656",5656,"HND","Ques_37",1,2009,1965,0,13,0,0,"OS",5,0,0
"5657",5657,"HND","Ques_37",1,2009,1983,0,13,0,0,"OS",5,0,0
"5658",5658,"HND","Ques_37",1,2009,1986,0,13,0,0,"OS",5,0,0
"5659",5659,"HND","Ques_37",1,2009,1991,0,13,0,0,"OS",5,0,0
"5660",5660,"HND","Ques_37",1,2009,1992,0,13,0,0,"OS",5,0,0
"5661",5661,"HND","Ques_37",1,2009,1996,0,13,0,0,"OS",5,0,0
"5662",5662,"HND","Ques_37",1,2009,1998,0,13,0,0,"OS",5,0,0
"5663",5663,"HND","Ques_37",1,2009,2000,0,13,0,0,"OS",5,0,0
"5664",5664,"HND","Ques_37",1,2009,2002,0,13,0,0,"OS",5,0,0
"5665",5665,"HND","Ques_37",1,2009,2003,0,13,0,0,"OS",5,0,0
"5666",5666,"HND","Ques_37",1,2009,2004,0,13,0,0,"OS",5,0,0
"5667",5667,"HND","Ques_37",1,2009,2005,0,13,0,0,"OS",5,0,0
"5668",5668,"HND","Ques_37",1,2009,2006,0,13,0,0,"OS",5,0,0
"5669",5669,"HND","Ques_37",1,2009,2007,0,13,0,0,"OS",5,0,0
"5670",5670,"HND","Ques_37",1,2009,2008,0,13,0,0,"OS",5,0,0
"5671",5671,"HND","Ques_37",1,2009,2009,1,13,7,0.538461538461538,"OS",5,5,1
"5672",5672,"HND","Ques_37",1,2009,2010,1,13,7,0.538461538461538,"OS",5,5,1
"5673",5673,"HND","Ques_37",1,2009,2011,1,13,7,0.538461538461538,"OS",5,5,1
"5674",5674,"HND","Ques_37",1,2009,2014,1,13,7,0.538461538461538,"OS",5,5,1
"5675",5675,"HND","Ques_37",1,2009,2015,1,13,7,0.538461538461538,"OS",5,5,1
"5676",5676,"HND","Ques_37",1,2009,2016,1,13,7,0.538461538461538,"OS",5,5,1
"5677",5677,"HND","Ques_38",1,2009,1925,0,13,0,0,"OS",5,0,0
"5678",5678,"HND","Ques_38",1,2009,1965,0,13,0,0,"OS",5,0,0
"5679",5679,"HND","Ques_38",1,2009,1983,0,13,0,0,"OS",5,0,0
"5680",5680,"HND","Ques_38",1,2009,1986,0,13,0,0,"OS",5,0,0
"5681",5681,"HND","Ques_38",1,2009,1991,0,13,0,0,"OS",5,0,0
"5682",5682,"HND","Ques_38",1,2009,1992,0,13,0,0,"OS",5,0,0
"5683",5683,"HND","Ques_38",1,2009,1996,0,13,0,0,"OS",5,0,0
"5684",5684,"HND","Ques_38",1,2009,1998,0,13,0,0,"OS",5,0,0
"5685",5685,"HND","Ques_38",1,2009,2000,0,13,0,0,"OS",5,0,0
"5686",5686,"HND","Ques_38",1,2009,2002,0,13,0,0,"OS",5,0,0
"5687",5687,"HND","Ques_38",1,2009,2003,0,13,0,0,"OS",5,0,0
"5688",5688,"HND","Ques_38",1,2009,2004,0,13,0,0,"OS",5,0,0
"5689",5689,"HND","Ques_38",1,2009,2005,0,13,0,0,"OS",5,0,0
"5690",5690,"HND","Ques_38",1,2009,2006,0,13,0,0,"OS",5,0,0
"5691",5691,"HND","Ques_38",1,2009,2007,0,13,0,0,"OS",5,0,0
"5692",5692,"HND","Ques_38",1,2009,2008,0,13,0,0,"OS",5,0,0
"5693",5693,"HND","Ques_38",1,2009,2009,1,13,7,0.538461538461538,"OS",5,5,1
"5694",5694,"HND","Ques_38",1,2009,2010,1,13,7,0.538461538461538,"OS",5,5,1
"5695",5695,"HND","Ques_38",1,2009,2011,1,13,7,0.538461538461538,"OS",5,5,1
"5696",5696,"HND","Ques_38",1,2009,2014,1,13,7,0.538461538461538,"OS",5,5,1
"5697",5697,"HND","Ques_38",1,2009,2015,1,13,7,0.538461538461538,"OS",5,5,1
"5698",5698,"HND","Ques_38",1,2009,2016,1,13,7,0.538461538461538,"OS",5,5,1
"5699",5699,"HND","Ques_39",1,2009,1925,0,13,0,0,"OS",5,0,0
"5700",5700,"HND","Ques_39",1,2009,1965,0,13,0,0,"OS",5,0,0
"5701",5701,"HND","Ques_39",1,2009,1983,0,13,0,0,"OS",5,0,0
"5702",5702,"HND","Ques_39",1,2009,1986,0,13,0,0,"OS",5,0,0
"5703",5703,"HND","Ques_39",1,2009,1991,0,13,0,0,"OS",5,0,0
"5704",5704,"HND","Ques_39",1,2009,1992,0,13,0,0,"OS",5,0,0
"5705",5705,"HND","Ques_39",1,2009,1996,0,13,0,0,"OS",5,0,0
"5706",5706,"HND","Ques_39",1,2009,1998,0,13,0,0,"OS",5,0,0
"5707",5707,"HND","Ques_39",1,2009,2000,0,13,0,0,"OS",5,0,0
"5708",5708,"HND","Ques_39",1,2009,2002,0,13,0,0,"OS",5,0,0
"5709",5709,"HND","Ques_39",1,2009,2003,0,13,0,0,"OS",5,0,0
"5710",5710,"HND","Ques_39",1,2009,2004,0,13,0,0,"OS",5,0,0
"5711",5711,"HND","Ques_39",1,2009,2005,0,13,0,0,"OS",5,0,0
"5712",5712,"HND","Ques_39",1,2009,2006,0,13,0,0,"OS",5,0,0
"5713",5713,"HND","Ques_39",1,2009,2007,0,13,0,0,"OS",5,0,0
"5714",5714,"HND","Ques_39",1,2009,2008,0,13,0,0,"OS",5,0,0
"5715",5715,"HND","Ques_39",1,2009,2009,1,13,7,0.538461538461538,"OS",5,5,1
"5716",5716,"HND","Ques_39",1,2009,2010,1,13,7,0.538461538461538,"OS",5,5,1
"5717",5717,"HND","Ques_39",1,2009,2011,1,13,7,0.538461538461538,"OS",5,5,1
"5718",5718,"HND","Ques_39",1,2009,2014,1,13,7,0.538461538461538,"OS",5,5,1
"5719",5719,"HND","Ques_39",1,2009,2015,1,13,7,0.538461538461538,"OS",5,5,1
"5720",5720,"HND","Ques_39",1,2009,2016,1,13,7,0.538461538461538,"OS",5,5,1
"5721",5721,"HND","Ques_43",1,2009,1925,0,13,0,0,"OS",5,0,0
"5722",5722,"HND","Ques_43",1,2009,1965,0,13,0,0,"OS",5,0,0
"5723",5723,"HND","Ques_43",1,2009,1983,0,13,0,0,"OS",5,0,0
"5724",5724,"HND","Ques_43",1,2009,1986,0,13,0,0,"OS",5,0,0
"5725",5725,"HND","Ques_43",1,2009,1991,0,13,0,0,"OS",5,0,0
"5726",5726,"HND","Ques_43",1,2009,1992,0,13,0,0,"OS",5,0,0
"5727",5727,"HND","Ques_43",1,2009,1996,0,13,0,0,"OS",5,0,0
"5728",5728,"HND","Ques_43",1,2009,1998,0,13,0,0,"OS",5,0,0
"5729",5729,"HND","Ques_43",1,2009,2000,0,13,0,0,"OS",5,0,0
"5730",5730,"HND","Ques_43",1,2009,2002,0,13,0,0,"OS",5,0,0
"5731",5731,"HND","Ques_43",1,2009,2003,0,13,0,0,"OS",5,0,0
"5732",5732,"HND","Ques_43",1,2009,2004,0,13,0,0,"OS",5,0,0
"5733",5733,"HND","Ques_43",1,2009,2005,0,13,0,0,"OS",5,0,0
"5734",5734,"HND","Ques_43",1,2009,2006,0,13,0,0,"OS",5,0,0
"5735",5735,"HND","Ques_43",1,2009,2007,0,13,0,0,"OS",5,0,0
"5736",5736,"HND","Ques_43",1,2009,2008,0,13,0,0,"OS",5,0,0
"5737",5737,"HND","Ques_43",1,2009,2009,1,13,7,0.538461538461538,"OS",5,5,1
"5738",5738,"HND","Ques_43",1,2009,2010,1,13,7,0.538461538461538,"OS",5,5,1
"5739",5739,"HND","Ques_43",1,2009,2011,1,13,7,0.538461538461538,"OS",5,5,1
"5740",5740,"HND","Ques_43",1,2009,2014,1,13,7,0.538461538461538,"OS",5,5,1
"5741",5741,"HND","Ques_43",1,2009,2015,1,13,7,0.538461538461538,"OS",5,5,1
"5742",5742,"HND","Ques_43",1,2009,2016,1,13,7,0.538461538461538,"OS",5,5,1
"5743",5743,"MEX","Ques_1",0,2008,1925,0,28,0,0,"PI",14,0,0
"5744",5744,"MEX","Ques_1",0,2008,1965,0,28,0,0,"PI",14,0,0
"5745",5745,"MEX","Ques_1",0,2008,1983,0,28,0,0,"PI",14,0,0
"5746",5746,"MEX","Ques_1",0,2008,1986,0,28,0,0,"PI",14,0,0
"5747",5747,"MEX","Ques_1",0,2008,1991,0,28,0,0,"PI",14,0,0
"5748",5748,"MEX","Ques_1",0,2008,1992,0,28,0,0,"PI",14,0,0
"5749",5749,"MEX","Ques_1",0,2008,1996,0,28,0,0,"PI",14,0,0
"5750",5750,"MEX","Ques_1",0,2008,1998,0,28,0,0,"PI",14,0,0
"5751",5751,"MEX","Ques_1",0,2008,2000,0,28,0,0,"PI",14,0,0
"5752",5752,"MEX","Ques_1",0,2008,2002,0,28,0,0,"PI",14,0,0
"5753",5753,"MEX","Ques_1",0,2008,2003,0,28,0,0,"PI",14,0,0
"5754",5754,"MEX","Ques_1",0,2008,2004,0,28,0,0,"PI",14,0,0
"5755",5755,"MEX","Ques_1",0,2008,2005,0,28,0,0,"PI",14,0,0
"5756",5756,"MEX","Ques_1",0,2008,2006,0,28,0,0,"PI",14,0,0
"5757",5757,"MEX","Ques_1",0,2008,2007,0,28,0,0,"PI",14,0,0
"5758",5758,"MEX","Ques_1",0,2008,2008,0,28,3,0.107142857142857,"PI",14,0,0
"5759",5759,"MEX","Ques_1",0,2008,2009,0,28,3,0.107142857142857,"PI",14,0,0
"5760",5760,"MEX","Ques_1",0,2008,2010,0,28,3,0.107142857142857,"PI",14,0,0
"5761",5761,"MEX","Ques_1",0,2008,2011,0,28,4,0.142857142857143,"PI",14,0,0
"5762",5762,"MEX","Ques_1",0,2008,2014,0,28,5,0.178571428571429,"PI",14,0,0
"5763",5763,"MEX","Ques_1",0,2008,2015,0,28,5,0.178571428571429,"PI",14,0,0
"5764",5764,"MEX","Ques_1",0,2008,2016,0,28,5,0.178571428571429,"PI",14,0,0
"5765",5765,"MEX","Ques_10",0,2008,1925,0,28,0,0,"PI",14,0,0
"5766",5766,"MEX","Ques_10",0,2008,1965,0,28,0,0,"PI",14,0,0
"5767",5767,"MEX","Ques_10",0,2008,1983,0,28,0,0,"PI",14,0,0
"5768",5768,"MEX","Ques_10",0,2008,1986,0,28,0,0,"PI",14,0,0
"5769",5769,"MEX","Ques_10",0,2008,1991,0,28,0,0,"PI",14,0,0
"5770",5770,"MEX","Ques_10",0,2008,1992,0,28,0,0,"PI",14,0,0
"5771",5771,"MEX","Ques_10",0,2008,1996,0,28,0,0,"PI",14,0,0
"5772",5772,"MEX","Ques_10",0,2008,1998,0,28,0,0,"PI",14,0,0
"5773",5773,"MEX","Ques_10",0,2008,2000,0,28,0,0,"PI",14,0,0
"5774",5774,"MEX","Ques_10",0,2008,2002,0,28,0,0,"PI",14,0,0
"5775",5775,"MEX","Ques_10",0,2008,2003,0,28,0,0,"PI",14,0,0
"5776",5776,"MEX","Ques_10",0,2008,2004,0,28,0,0,"PI",14,0,0
"5777",5777,"MEX","Ques_10",0,2008,2005,0,28,0,0,"PI",14,0,0
"5778",5778,"MEX","Ques_10",0,2008,2006,0,28,0,0,"PI",14,0,0
"5779",5779,"MEX","Ques_10",0,2008,2007,0,28,0,0,"PI",14,0,0
"5780",5780,"MEX","Ques_10",0,2008,2008,0,28,3,0.107142857142857,"PI",14,0,0
"5781",5781,"MEX","Ques_10",0,2008,2009,0,28,3,0.107142857142857,"PI",14,0,0
"5782",5782,"MEX","Ques_10",0,2008,2010,0,28,3,0.107142857142857,"PI",14,0,0
"5783",5783,"MEX","Ques_10",0,2008,2011,0,28,4,0.142857142857143,"PI",14,0,0
"5784",5784,"MEX","Ques_10",0,2008,2014,0,28,5,0.178571428571429,"PI",14,0,0
"5785",5785,"MEX","Ques_10",0,2008,2015,0,28,5,0.178571428571429,"PI",14,0,0
"5786",5786,"MEX","Ques_10",0,2008,2016,0,28,5,0.178571428571429,"PI",14,0,0
"5787",5787,"MEX","Ques_12",0,2016,1925,0,28,0,0,"PI",14,0,0
"5788",5788,"MEX","Ques_12",0,2016,1965,0,28,0,0,"PI",14,0,0
"5789",5789,"MEX","Ques_12",0,2016,1983,0,28,0,0,"PI",14,0,0
"5790",5790,"MEX","Ques_12",0,2016,1986,0,28,0,0,"PI",14,0,0
"5791",5791,"MEX","Ques_12",0,2016,1991,0,28,0,0,"PI",14,0,0
"5792",5792,"MEX","Ques_12",0,2016,1992,0,28,0,0,"PI",14,0,0
"5793",5793,"MEX","Ques_12",0,2016,1996,0,28,0,0,"PI",14,0,0
"5794",5794,"MEX","Ques_12",0,2016,1998,0,28,0,0,"PI",14,0,0
"5795",5795,"MEX","Ques_12",0,2016,2000,0,28,0,0,"PI",14,0,0
"5796",5796,"MEX","Ques_12",0,2016,2002,0,28,0,0,"PI",14,0,0
"5797",5797,"MEX","Ques_12",0,2016,2003,0,28,0,0,"PI",14,0,0
"5798",5798,"MEX","Ques_12",0,2016,2004,0,28,0,0,"PI",14,0,0
"5799",5799,"MEX","Ques_12",0,2016,2005,0,28,0,0,"PI",14,0,0
"5800",5800,"MEX","Ques_12",0,2016,2006,0,28,0,0,"PI",14,0,0
"5801",5801,"MEX","Ques_12",0,2016,2007,0,28,0,0,"PI",14,0,0
"5802",5802,"MEX","Ques_12",0,2016,2008,0,28,3,0.107142857142857,"PI",14,0,0
"5803",5803,"MEX","Ques_12",0,2016,2009,0,28,3,0.107142857142857,"PI",14,0,0
"5804",5804,"MEX","Ques_12",0,2016,2010,0,28,3,0.107142857142857,"PI",14,0,0
"5805",5805,"MEX","Ques_12",0,2016,2011,0,28,4,0.142857142857143,"PI",14,0,0
