"","X","iso3c","question","yes_no","year_enforcement","year_panel","pfri_level","n_question","n_enforced","pfri_pct","pfr_subindex","n_question_sub","n_enforced_sub","pfri_pct_sub"
"1",1,"ARG","Ques_1",1,2009,1925,0,30,0,0,"PI",15,0,0
"2",2,"ARG","Ques_1",1,2009,1965,0,30,0,0,"PI",15,0,0
"3",3,"ARG","Ques_1",1,2009,1983,0,30,0,0,"PI",15,0,0
"4",4,"ARG","Ques_1",1,2009,1986,0,30,0,0,"PI",15,0,0
"5",5,"ARG","Ques_1",1,2009,1991,0,30,0,0,"PI",15,0,0
"6",6,"ARG","Ques_1",1,2009,1992,0,30,0,0,"PI",15,0,0
"7",7,"ARG","Ques_1",1,2009,1996,0,30,0,0,"PI",15,0,0
"8",8,"ARG","Ques_1",1,2009,1998,0,30,0,0,"PI",15,0,0
"9",9,"ARG","Ques_1",1,2009,2000,0,30,0,0,"PI",15,0,0
"10",10,"ARG","Ques_1",1,2009,2002,0,30,0,0,"PI",15,0,0
"11",11,"ARG","Ques_1",1,2009,2003,0,30,0,0,"PI",15,0,0
"12",12,"ARG","Ques_1",1,2009,2004,0,30,0,0,"PI",15,0,0
"13",13,"ARG","Ques_1",1,2009,2005,0,30,0,0,"PI",15,0,0
"14",14,"ARG","Ques_1",1,2009,2006,0,30,0,0,"PI",15,0,0
"15",15,"ARG","Ques_1",1,2009,2007,0,30,0,0,"PI",15,0,0
"16",16,"ARG","Ques_1",1,2009,2008,0,30,0,0,"PI",15,0,0
"17",17,"ARG","Ques_1",1,2009,2009,1,30,13,0.433333333333333,"PI",15,3,0.2
"18",18,"ARG","Ques_1",1,2009,2010,1,30,13,0.433333333333333,"PI",15,3,0.2
"19",19,"ARG","Ques_1",1,2009,2011,1,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"20",20,"ARG","Ques_1",1,2009,2014,1,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"21",21,"ARG","Ques_1",1,2009,2015,1,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"22",22,"ARG","Ques_1",1,2009,2016,1,30,17,0.566666666666667,"PI",15,5,0.333333333333333
"23",23,"ARG","Ques_10",0,2016,1925,0,30,0,0,"PI",15,0,0
"24",24,"ARG","Ques_10",0,2016,1965,0,30,0,0,"PI",15,0,0
"25",25,"ARG","Ques_10",0,2016,1983,0,30,0,0,"PI",15,0,0
"26",26,"ARG","Ques_10",0,2016,1986,0,30,0,0,"PI",15,0,0
"27",27,"ARG","Ques_10",0,2016,1991,0,30,0,0,"PI",15,0,0
"28",28,"ARG","Ques_10",0,2016,1992,0,30,0,0,"PI",15,0,0
"29",29,"ARG","Ques_10",0,2016,1996,0,30,0,0,"PI",15,0,0
"30",30,"ARG","Ques_10",0,2016,1998,0,30,0,0,"PI",15,0,0
"31",31,"ARG","Ques_10",0,2016,2000,0,30,0,0,"PI",15,0,0
"32",32,"ARG","Ques_10",0,2016,2002,0,30,0,0,"PI",15,0,0
"33",33,"ARG","Ques_10",0,2016,2003,0,30,0,0,"PI",15,0,0
"34",34,"ARG","Ques_10",0,2016,2004,0,30,0,0,"PI",15,0,0
"35",35,"ARG","Ques_10",0,2016,2005,0,30,0,0,"PI",15,0,0
"36",36,"ARG","Ques_10",0,2016,2006,0,30,0,0,"PI",15,0,0
"37",37,"ARG","Ques_10",0,2016,2007,0,30,0,0,"PI",15,0,0
"38",38,"ARG","Ques_10",0,2016,2008,0,30,0,0,"PI",15,0,0
"39",39,"ARG","Ques_10",0,2016,2009,0,30,13,0.433333333333333,"PI",15,3,0.2
"40",40,"ARG","Ques_10",0,2016,2010,0,30,13,0.433333333333333,"PI",15,3,0.2
"41",41,"ARG","Ques_10",0,2016,2011,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"42",42,"ARG","Ques_10",0,2016,2014,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"43",43,"ARG","Ques_10",0,2016,2015,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"44",44,"ARG","Ques_10",0,2016,2016,0,30,17,0.566666666666667,"PI",15,5,0.333333333333333
"45",45,"ARG","Ques_11",1,2009,1925,0,30,0,0,"PI",15,0,0
"46",46,"ARG","Ques_11",1,2009,1965,0,30,0,0,"PI",15,0,0
"47",47,"ARG","Ques_11",1,2009,1983,0,30,0,0,"PI",15,0,0
"48",48,"ARG","Ques_11",1,2009,1986,0,30,0,0,"PI",15,0,0
"49",49,"ARG","Ques_11",1,2009,1991,0,30,0,0,"PI",15,0,0
"50",50,"ARG","Ques_11",1,2009,1992,0,30,0,0,"PI",15,0,0
"51",51,"ARG","Ques_11",1,2009,1996,0,30,0,0,"PI",15,0,0
"52",52,"ARG","Ques_11",1,2009,1998,0,30,0,0,"PI",15,0,0
"53",53,"ARG","Ques_11",1,2009,2000,0,30,0,0,"PI",15,0,0
"54",54,"ARG","Ques_11",1,2009,2002,0,30,0,0,"PI",15,0,0
"55",55,"ARG","Ques_11",1,2009,2003,0,30,0,0,"PI",15,0,0
"56",56,"ARG","Ques_11",1,2009,2004,0,30,0,0,"PI",15,0,0
"57",57,"ARG","Ques_11",1,2009,2005,0,30,0,0,"PI",15,0,0
"58",58,"ARG","Ques_11",1,2009,2006,0,30,0,0,"PI",15,0,0
"59",59,"ARG","Ques_11",1,2009,2007,0,30,0,0,"PI",15,0,0
"60",60,"ARG","Ques_11",1,2009,2008,0,30,0,0,"PI",15,0,0
"61",61,"ARG","Ques_11",1,2009,2009,1,30,13,0.433333333333333,"PI",15,3,0.2
"62",62,"ARG","Ques_11",1,2009,2010,1,30,13,0.433333333333333,"PI",15,3,0.2
"63",63,"ARG","Ques_11",1,2009,2011,1,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"64",64,"ARG","Ques_11",1,2009,2014,1,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"65",65,"ARG","Ques_11",1,2009,2015,1,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"66",66,"ARG","Ques_11",1,2009,2016,1,30,17,0.566666666666667,"PI",15,5,0.333333333333333
"67",67,"ARG","Ques_12",0,2009,1925,0,30,0,0,"PI",15,0,0
"68",68,"ARG","Ques_12",0,2009,1965,0,30,0,0,"PI",15,0,0
"69",69,"ARG","Ques_12",0,2009,1983,0,30,0,0,"PI",15,0,0
"70",70,"ARG","Ques_12",0,2009,1986,0,30,0,0,"PI",15,0,0
"71",71,"ARG","Ques_12",0,2009,1991,0,30,0,0,"PI",15,0,0
"72",72,"ARG","Ques_12",0,2009,1992,0,30,0,0,"PI",15,0,0
"73",73,"ARG","Ques_12",0,2009,1996,0,30,0,0,"PI",15,0,0
"74",74,"ARG","Ques_12",0,2009,1998,0,30,0,0,"PI",15,0,0
"75",75,"ARG","Ques_12",0,2009,2000,0,30,0,0,"PI",15,0,0
"76",76,"ARG","Ques_12",0,2009,2002,0,30,0,0,"PI",15,0,0
"77",77,"ARG","Ques_12",0,2009,2003,0,30,0,0,"PI",15,0,0
"78",78,"ARG","Ques_12",0,2009,2004,0,30,0,0,"PI",15,0,0
"79",79,"ARG","Ques_12",0,2009,2005,0,30,0,0,"PI",15,0,0
"80",80,"ARG","Ques_12",0,2009,2006,0,30,0,0,"PI",15,0,0
"81",81,"ARG","Ques_12",0,2009,2007,0,30,0,0,"PI",15,0,0
"82",82,"ARG","Ques_12",0,2009,2008,0,30,0,0,"PI",15,0,0
"83",83,"ARG","Ques_12",0,2009,2009,0,30,13,0.433333333333333,"PI",15,3,0.2
"84",84,"ARG","Ques_12",0,2009,2010,0,30,13,0.433333333333333,"PI",15,3,0.2
"85",85,"ARG","Ques_12",0,2009,2011,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"86",86,"ARG","Ques_12",0,2009,2014,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"87",87,"ARG","Ques_12",0,2009,2015,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"88",88,"ARG","Ques_12",0,2009,2016,0,30,17,0.566666666666667,"PI",15,5,0.333333333333333
"89",89,"ARG","Ques_13",0,2009,1925,0,30,0,0,"PI",15,0,0
"90",90,"ARG","Ques_13",0,2009,1965,0,30,0,0,"PI",15,0,0
"91",91,"ARG","Ques_13",0,2009,1983,0,30,0,0,"PI",15,0,0
"92",92,"ARG","Ques_13",0,2009,1986,0,30,0,0,"PI",15,0,0
"93",93,"ARG","Ques_13",0,2009,1991,0,30,0,0,"PI",15,0,0
"94",94,"ARG","Ques_13",0,2009,1992,0,30,0,0,"PI",15,0,0
"95",95,"ARG","Ques_13",0,2009,1996,0,30,0,0,"PI",15,0,0
"96",96,"ARG","Ques_13",0,2009,1998,0,30,0,0,"PI",15,0,0
"97",97,"ARG","Ques_13",0,2009,2000,0,30,0,0,"PI",15,0,0
"98",98,"ARG","Ques_13",0,2009,2002,0,30,0,0,"PI",15,0,0
"99",99,"ARG","Ques_13",0,2009,2003,0,30,0,0,"PI",15,0,0
"100",100,"ARG","Ques_13",0,2009,2004,0,30,0,0,"PI",15,0,0
"101",101,"ARG","Ques_13",0,2009,2005,0,30,0,0,"PI",15,0,0
"102",102,"ARG","Ques_13",0,2009,2006,0,30,0,0,"PI",15,0,0
"103",103,"ARG","Ques_13",0,2009,2007,0,30,0,0,"PI",15,0,0
"104",104,"ARG","Ques_13",0,2009,2008,0,30,0,0,"PI",15,0,0
"105",105,"ARG","Ques_13",0,2009,2009,0,30,13,0.433333333333333,"PI",15,3,0.2
"106",106,"ARG","Ques_13",0,2009,2010,0,30,13,0.433333333333333,"PI",15,3,0.2
"107",107,"ARG","Ques_13",0,2009,2011,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"108",108,"ARG","Ques_13",0,2009,2014,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"109",109,"ARG","Ques_13",0,2009,2015,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"110",110,"ARG","Ques_13",0,2009,2016,0,30,17,0.566666666666667,"PI",15,5,0.333333333333333
"111",111,"ARG","Ques_15",0,2009,1925,0,30,0,0,"PI",15,0,0
"112",112,"ARG","Ques_15",0,2009,1965,0,30,0,0,"PI",15,0,0
"113",113,"ARG","Ques_15",0,2009,1983,0,30,0,0,"PI",15,0,0
"114",114,"ARG","Ques_15",0,2009,1986,0,30,0,0,"PI",15,0,0
"115",115,"ARG","Ques_15",0,2009,1991,0,30,0,0,"PI",15,0,0
"116",116,"ARG","Ques_15",0,2009,1992,0,30,0,0,"PI",15,0,0
"117",117,"ARG","Ques_15",0,2009,1996,0,30,0,0,"PI",15,0,0
"118",118,"ARG","Ques_15",0,2009,1998,0,30,0,0,"PI",15,0,0
"119",119,"ARG","Ques_15",0,2009,2000,0,30,0,0,"PI",15,0,0
"120",120,"ARG","Ques_15",0,2009,2002,0,30,0,0,"PI",15,0,0
"121",121,"ARG","Ques_15",0,2009,2003,0,30,0,0,"PI",15,0,0
"122",122,"ARG","Ques_15",0,2009,2004,0,30,0,0,"PI",15,0,0
"123",123,"ARG","Ques_15",0,2009,2005,0,30,0,0,"PI",15,0,0
"124",124,"ARG","Ques_15",0,2009,2006,0,30,0,0,"PI",15,0,0
"125",125,"ARG","Ques_15",0,2009,2007,0,30,0,0,"PI",15,0,0
"126",126,"ARG","Ques_15",0,2009,2008,0,30,0,0,"PI",15,0,0
"127",127,"ARG","Ques_15",0,2009,2009,0,30,13,0.433333333333333,"PI",15,3,0.2
"128",128,"ARG","Ques_15",0,2009,2010,0,30,13,0.433333333333333,"PI",15,3,0.2
"129",129,"ARG","Ques_15",0,2009,2011,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"130",130,"ARG","Ques_15",0,2009,2014,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"131",131,"ARG","Ques_15",0,2009,2015,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"132",132,"ARG","Ques_15",0,2009,2016,0,30,17,0.566666666666667,"PI",15,5,0.333333333333333
"133",133,"ARG","Ques_17",0,2011,1925,0,30,0,0,"PI",15,0,0
"134",134,"ARG","Ques_17",0,2011,1965,0,30,0,0,"PI",15,0,0
"135",135,"ARG","Ques_17",0,2011,1983,0,30,0,0,"PI",15,0,0
"136",136,"ARG","Ques_17",0,2011,1986,0,30,0,0,"PI",15,0,0
"137",137,"ARG","Ques_17",0,2011,1991,0,30,0,0,"PI",15,0,0
"138",138,"ARG","Ques_17",0,2011,1992,0,30,0,0,"PI",15,0,0
"139",139,"ARG","Ques_17",0,2011,1996,0,30,0,0,"PI",15,0,0
"140",140,"ARG","Ques_17",0,2011,1998,0,30,0,0,"PI",15,0,0
"141",141,"ARG","Ques_17",0,2011,2000,0,30,0,0,"PI",15,0,0
"142",142,"ARG","Ques_17",0,2011,2002,0,30,0,0,"PI",15,0,0
"143",143,"ARG","Ques_17",0,2011,2003,0,30,0,0,"PI",15,0,0
"144",144,"ARG","Ques_17",0,2011,2004,0,30,0,0,"PI",15,0,0
"145",145,"ARG","Ques_17",0,2011,2005,0,30,0,0,"PI",15,0,0
"146",146,"ARG","Ques_17",0,2011,2006,0,30,0,0,"PI",15,0,0
"147",147,"ARG","Ques_17",0,2011,2007,0,30,0,0,"PI",15,0,0
"148",148,"ARG","Ques_17",0,2011,2008,0,30,0,0,"PI",15,0,0
"149",149,"ARG","Ques_17",0,2011,2009,0,30,13,0.433333333333333,"PI",15,3,0.2
"150",150,"ARG","Ques_17",0,2011,2010,0,30,13,0.433333333333333,"PI",15,3,0.2
"151",151,"ARG","Ques_17",0,2011,2011,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"152",152,"ARG","Ques_17",0,2011,2014,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"153",153,"ARG","Ques_17",0,2011,2015,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"154",154,"ARG","Ques_17",0,2011,2016,0,30,17,0.566666666666667,"PI",15,5,0.333333333333333
"155",155,"ARG","Ques_19",1,2016,1925,0,30,0,0,"PF",4,0,0
"156",156,"ARG","Ques_19",1,2016,1965,0,30,0,0,"PF",4,0,0
"157",157,"ARG","Ques_19",1,2016,1983,0,30,0,0,"PF",4,0,0
"158",158,"ARG","Ques_19",1,2016,1986,0,30,0,0,"PF",4,0,0
"159",159,"ARG","Ques_19",1,2016,1991,0,30,0,0,"PF",4,0,0
"160",160,"ARG","Ques_19",1,2016,1992,0,30,0,0,"PF",4,0,0
"161",161,"ARG","Ques_19",1,2016,1996,0,30,0,0,"PF",4,0,0
"162",162,"ARG","Ques_19",1,2016,1998,0,30,0,0,"PF",4,0,0
"163",163,"ARG","Ques_19",1,2016,2000,0,30,0,0,"PF",4,0,0
"164",164,"ARG","Ques_19",1,2016,2002,0,30,0,0,"PF",4,0,0
"165",165,"ARG","Ques_19",1,2016,2003,0,30,0,0,"PF",4,0,0
"166",166,"ARG","Ques_19",1,2016,2004,0,30,0,0,"PF",4,0,0
"167",167,"ARG","Ques_19",1,2016,2005,0,30,0,0,"PF",4,0,0
"168",168,"ARG","Ques_19",1,2016,2006,0,30,0,0,"PF",4,0,0
"169",169,"ARG","Ques_19",1,2016,2007,0,30,0,0,"PF",4,0,0
"170",170,"ARG","Ques_19",1,2016,2008,0,30,0,0,"PF",4,0,0
"171",171,"ARG","Ques_19",1,2016,2009,0,30,13,0.433333333333333,"PF",4,3,0.75
"172",172,"ARG","Ques_19",1,2016,2010,0,30,13,0.433333333333333,"PF",4,3,0.75
"173",173,"ARG","Ques_19",1,2016,2011,0,30,14,0.466666666666667,"PF",4,3,0.75
"174",174,"ARG","Ques_19",1,2016,2014,0,30,14,0.466666666666667,"PF",4,3,0.75
"175",175,"ARG","Ques_19",1,2016,2015,0,30,14,0.466666666666667,"PF",4,3,0.75
"176",176,"ARG","Ques_19",1,2016,2016,1,30,17,0.566666666666667,"PF",4,4,1
"177",177,"ARG","Ques_2",1,2016,1925,0,30,0,0,"PI",15,0,0
"178",178,"ARG","Ques_2",1,2016,1965,0,30,0,0,"PI",15,0,0
"179",179,"ARG","Ques_2",1,2016,1983,0,30,0,0,"PI",15,0,0
"180",180,"ARG","Ques_2",1,2016,1986,0,30,0,0,"PI",15,0,0
"181",181,"ARG","Ques_2",1,2016,1991,0,30,0,0,"PI",15,0,0
"182",182,"ARG","Ques_2",1,2016,1992,0,30,0,0,"PI",15,0,0
"183",183,"ARG","Ques_2",1,2016,1996,0,30,0,0,"PI",15,0,0
"184",184,"ARG","Ques_2",1,2016,1998,0,30,0,0,"PI",15,0,0
"185",185,"ARG","Ques_2",1,2016,2000,0,30,0,0,"PI",15,0,0
"186",186,"ARG","Ques_2",1,2016,2002,0,30,0,0,"PI",15,0,0
"187",187,"ARG","Ques_2",1,2016,2003,0,30,0,0,"PI",15,0,0
"188",188,"ARG","Ques_2",1,2016,2004,0,30,0,0,"PI",15,0,0
"189",189,"ARG","Ques_2",1,2016,2005,0,30,0,0,"PI",15,0,0
"190",190,"ARG","Ques_2",1,2016,2006,0,30,0,0,"PI",15,0,0
"191",191,"ARG","Ques_2",1,2016,2007,0,30,0,0,"PI",15,0,0
"192",192,"ARG","Ques_2",1,2016,2008,0,30,0,0,"PI",15,0,0
"193",193,"ARG","Ques_2",1,2016,2009,0,30,13,0.433333333333333,"PI",15,3,0.2
"194",194,"ARG","Ques_2",1,2016,2010,0,30,13,0.433333333333333,"PI",15,3,0.2
"195",195,"ARG","Ques_2",1,2016,2011,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"196",196,"ARG","Ques_2",1,2016,2014,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"197",197,"ARG","Ques_2",1,2016,2015,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"198",198,"ARG","Ques_2",1,2016,2016,1,30,17,0.566666666666667,"PI",15,5,0.333333333333333
"199",199,"ARG","Ques_23",1,2009,1925,0,30,0,0,"PF",4,0,0
"200",200,"ARG","Ques_23",1,2009,1965,0,30,0,0,"PF",4,0,0
"201",201,"ARG","Ques_23",1,2009,1983,0,30,0,0,"PF",4,0,0
"202",202,"ARG","Ques_23",1,2009,1986,0,30,0,0,"PF",4,0,0
"203",203,"ARG","Ques_23",1,2009,1991,0,30,0,0,"PF",4,0,0
"204",204,"ARG","Ques_23",1,2009,1992,0,30,0,0,"PF",4,0,0
"205",205,"ARG","Ques_23",1,2009,1996,0,30,0,0,"PF",4,0,0
"206",206,"ARG","Ques_23",1,2009,1998,0,30,0,0,"PF",4,0,0
"207",207,"ARG","Ques_23",1,2009,2000,0,30,0,0,"PF",4,0,0
"208",208,"ARG","Ques_23",1,2009,2002,0,30,0,0,"PF",4,0,0
"209",209,"ARG","Ques_23",1,2009,2003,0,30,0,0,"PF",4,0,0
"210",210,"ARG","Ques_23",1,2009,2004,0,30,0,0,"PF",4,0,0
"211",211,"ARG","Ques_23",1,2009,2005,0,30,0,0,"PF",4,0,0
"212",212,"ARG","Ques_23",1,2009,2006,0,30,0,0,"PF",4,0,0
"213",213,"ARG","Ques_23",1,2009,2007,0,30,0,0,"PF",4,0,0
"214",214,"ARG","Ques_23",1,2009,2008,0,30,0,0,"PF",4,0,0
"215",215,"ARG","Ques_23",1,2009,2009,1,30,13,0.433333333333333,"PF",4,3,0.75
"216",216,"ARG","Ques_23",1,2009,2010,1,30,13,0.433333333333333,"PF",4,3,0.75
"217",217,"ARG","Ques_23",1,2009,2011,1,30,14,0.466666666666667,"PF",4,3,0.75
"218",218,"ARG","Ques_23",1,2009,2014,1,30,14,0.466666666666667,"PF",4,3,0.75
"219",219,"ARG","Ques_23",1,2009,2015,1,30,14,0.466666666666667,"PF",4,3,0.75
"220",220,"ARG","Ques_23",1,2009,2016,1,30,17,0.566666666666667,"PF",4,4,1
"221",221,"ARG","Ques_25",1,2009,1925,0,30,0,0,"PF",4,0,0
"222",222,"ARG","Ques_25",1,2009,1965,0,30,0,0,"PF",4,0,0
"223",223,"ARG","Ques_25",1,2009,1983,0,30,0,0,"PF",4,0,0
"224",224,"ARG","Ques_25",1,2009,1986,0,30,0,0,"PF",4,0,0
"225",225,"ARG","Ques_25",1,2009,1991,0,30,0,0,"PF",4,0,0
"226",226,"ARG","Ques_25",1,2009,1992,0,30,0,0,"PF",4,0,0
"227",227,"ARG","Ques_25",1,2009,1996,0,30,0,0,"PF",4,0,0
"228",228,"ARG","Ques_25",1,2009,1998,0,30,0,0,"PF",4,0,0
"229",229,"ARG","Ques_25",1,2009,2000,0,30,0,0,"PF",4,0,0
"230",230,"ARG","Ques_25",1,2009,2002,0,30,0,0,"PF",4,0,0
"231",231,"ARG","Ques_25",1,2009,2003,0,30,0,0,"PF",4,0,0
"232",232,"ARG","Ques_25",1,2009,2004,0,30,0,0,"PF",4,0,0
"233",233,"ARG","Ques_25",1,2009,2005,0,30,0,0,"PF",4,0,0
"234",234,"ARG","Ques_25",1,2009,2006,0,30,0,0,"PF",4,0,0
"235",235,"ARG","Ques_25",1,2009,2007,0,30,0,0,"PF",4,0,0
"236",236,"ARG","Ques_25",1,2009,2008,0,30,0,0,"PF",4,0,0
"237",237,"ARG","Ques_25",1,2009,2009,1,30,13,0.433333333333333,"PF",4,3,0.75
"238",238,"ARG","Ques_25",1,2009,2010,1,30,13,0.433333333333333,"PF",4,3,0.75
"239",239,"ARG","Ques_25",1,2009,2011,1,30,14,0.466666666666667,"PF",4,3,0.75
"240",240,"ARG","Ques_25",1,2009,2014,1,30,14,0.466666666666667,"PF",4,3,0.75
"241",241,"ARG","Ques_25",1,2009,2015,1,30,14,0.466666666666667,"PF",4,3,0.75
"242",242,"ARG","Ques_25",1,2009,2016,1,30,17,0.566666666666667,"PF",4,4,1
"243",243,"ARG","Ques_26",1,2009,1925,0,30,0,0,"PF",4,0,0
"244",244,"ARG","Ques_26",1,2009,1965,0,30,0,0,"PF",4,0,0
"245",245,"ARG","Ques_26",1,2009,1983,0,30,0,0,"PF",4,0,0
"246",246,"ARG","Ques_26",1,2009,1986,0,30,0,0,"PF",4,0,0
"247",247,"ARG","Ques_26",1,2009,1991,0,30,0,0,"PF",4,0,0
"248",248,"ARG","Ques_26",1,2009,1992,0,30,0,0,"PF",4,0,0
"249",249,"ARG","Ques_26",1,2009,1996,0,30,0,0,"PF",4,0,0
"250",250,"ARG","Ques_26",1,2009,1998,0,30,0,0,"PF",4,0,0
"251",251,"ARG","Ques_26",1,2009,2000,0,30,0,0,"PF",4,0,0
"252",252,"ARG","Ques_26",1,2009,2002,0,30,0,0,"PF",4,0,0
"253",253,"ARG","Ques_26",1,2009,2003,0,30,0,0,"PF",4,0,0
"254",254,"ARG","Ques_26",1,2009,2004,0,30,0,0,"PF",4,0,0
"255",255,"ARG","Ques_26",1,2009,2005,0,30,0,0,"PF",4,0,0
"256",256,"ARG","Ques_26",1,2009,2006,0,30,0,0,"PF",4,0,0
"257",257,"ARG","Ques_26",1,2009,2007,0,30,0,0,"PF",4,0,0
"258",258,"ARG","Ques_26",1,2009,2008,0,30,0,0,"PF",4,0,0
"259",259,"ARG","Ques_26",1,2009,2009,1,30,13,0.433333333333333,"PF",4,3,0.75
"260",260,"ARG","Ques_26",1,2009,2010,1,30,13,0.433333333333333,"PF",4,3,0.75
"261",261,"ARG","Ques_26",1,2009,2011,1,30,14,0.466666666666667,"PF",4,3,0.75
"262",262,"ARG","Ques_26",1,2009,2014,1,30,14,0.466666666666667,"PF",4,3,0.75
"263",263,"ARG","Ques_26",1,2009,2015,1,30,14,0.466666666666667,"PF",4,3,0.75
"264",264,"ARG","Ques_26",1,2009,2016,1,30,17,0.566666666666667,"PF",4,4,1
"265",265,"ARG","Ques_29",1,2009,1925,0,30,0,0,"RS",4,0,0
"266",266,"ARG","Ques_29",1,2009,1965,0,30,0,0,"RS",4,0,0
"267",267,"ARG","Ques_29",1,2009,1983,0,30,0,0,"RS",4,0,0
"268",268,"ARG","Ques_29",1,2009,1986,0,30,0,0,"RS",4,0,0
"269",269,"ARG","Ques_29",1,2009,1991,0,30,0,0,"RS",4,0,0
"270",270,"ARG","Ques_29",1,2009,1992,0,30,0,0,"RS",4,0,0
"271",271,"ARG","Ques_29",1,2009,1996,0,30,0,0,"RS",4,0,0
"272",272,"ARG","Ques_29",1,2009,1998,0,30,0,0,"RS",4,0,0
"273",273,"ARG","Ques_29",1,2009,2000,0,30,0,0,"RS",4,0,0
"274",274,"ARG","Ques_29",1,2009,2002,0,30,0,0,"RS",4,0,0
"275",275,"ARG","Ques_29",1,2009,2003,0,30,0,0,"RS",4,0,0
"276",276,"ARG","Ques_29",1,2009,2004,0,30,0,0,"RS",4,0,0
"277",277,"ARG","Ques_29",1,2009,2005,0,30,0,0,"RS",4,0,0
"278",278,"ARG","Ques_29",1,2009,2006,0,30,0,0,"RS",4,0,0
"279",279,"ARG","Ques_29",1,2009,2007,0,30,0,0,"RS",4,0,0
"280",280,"ARG","Ques_29",1,2009,2008,0,30,0,0,"RS",4,0,0
"281",281,"ARG","Ques_29",1,2009,2009,1,30,13,0.433333333333333,"RS",4,2,0.5
"282",282,"ARG","Ques_29",1,2009,2010,1,30,13,0.433333333333333,"RS",4,2,0.5
"283",283,"ARG","Ques_29",1,2009,2011,1,30,14,0.466666666666667,"RS",4,2,0.5
"284",284,"ARG","Ques_29",1,2009,2014,1,30,14,0.466666666666667,"RS",4,2,0.5
"285",285,"ARG","Ques_29",1,2009,2015,1,30,14,0.466666666666667,"RS",4,2,0.5
"286",286,"ARG","Ques_29",1,2009,2016,1,30,17,0.566666666666667,"RS",4,2,0.5
"287",287,"ARG","Ques_3",0,2009,1925,0,30,0,0,"PI",15,0,0
"288",288,"ARG","Ques_3",0,2009,1965,0,30,0,0,"PI",15,0,0
"289",289,"ARG","Ques_3",0,2009,1983,0,30,0,0,"PI",15,0,0
"290",290,"ARG","Ques_3",0,2009,1986,0,30,0,0,"PI",15,0,0
"291",291,"ARG","Ques_3",0,2009,1991,0,30,0,0,"PI",15,0,0
"292",292,"ARG","Ques_3",0,2009,1992,0,30,0,0,"PI",15,0,0
"293",293,"ARG","Ques_3",0,2009,1996,0,30,0,0,"PI",15,0,0
"294",294,"ARG","Ques_3",0,2009,1998,0,30,0,0,"PI",15,0,0
"295",295,"ARG","Ques_3",0,2009,2000,0,30,0,0,"PI",15,0,0
"296",296,"ARG","Ques_3",0,2009,2002,0,30,0,0,"PI",15,0,0
"297",297,"ARG","Ques_3",0,2009,2003,0,30,0,0,"PI",15,0,0
"298",298,"ARG","Ques_3",0,2009,2004,0,30,0,0,"PI",15,0,0
"299",299,"ARG","Ques_3",0,2009,2005,0,30,0,0,"PI",15,0,0
"300",300,"ARG","Ques_3",0,2009,2006,0,30,0,0,"PI",15,0,0
"301",301,"ARG","Ques_3",0,2009,2007,0,30,0,0,"PI",15,0,0
"302",302,"ARG","Ques_3",0,2009,2008,0,30,0,0,"PI",15,0,0
"303",303,"ARG","Ques_3",0,2009,2009,0,30,13,0.433333333333333,"PI",15,3,0.2
"304",304,"ARG","Ques_3",0,2009,2010,0,30,13,0.433333333333333,"PI",15,3,0.2
"305",305,"ARG","Ques_3",0,2009,2011,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"306",306,"ARG","Ques_3",0,2009,2014,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"307",307,"ARG","Ques_3",0,2009,2015,0,30,14,0.466666666666667,"PI",15,4,0.266666666666667
"308",308,"ARG","Ques_3",0,2009,2016,0,30,17,0.566666666666667,"PI",15,5,0.333333333333333
"309",309,"ARG","Ques_30",1,2009,1925,0,30,0,0,"RS",4,0,0
"310",310,"ARG","Ques_30",1,2009,1965,0,30,0,0,"RS",4,0,0
"311",311,"ARG","Ques_30",1,2009,1983,0,30,0,0,"RS",4,0,0
"312",312,"ARG","Ques_30",1,2009,1986,0,30,0,0,"RS",4,0,0
